City,Date,Year,Month Name,Day,Season,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,AQI,AQI_Bucket
Delhi,23/03/2020,2020,March,23,Summer,54.26,11.75,25.96,25.31,0.78,15.17,46.48,1.96,127,Moderate
Delhi,24/03/2020,2020,March,24,Summer,55.85,12.3,27.07,26.48,0.81,15.81,38.23,2.53,124,Moderate
Delhi,25/03/2020,2020,March,25,Summer,37.87,13.09,21.11,22.57,0.68,11.49,32.11,1.67,92,Satisfactory
Delhi,26/03/2020,2020,March,26,Summer,45.69,9.02,16.58,17.41,0.58,12.82,30.59,1.38,93,Satisfactory
Delhi,27/03/2020,2020,March,27,Summer,26.89,8.34,15.32,15.89,0.53,11.04,27.38,1.11,76,Satisfactory
Delhi,28/03/2020,2020,March,28,Summer,21.23,9.87,17.52,18.34,0.54,10.28,25.06,1.07,51,Satisfactory
Delhi,29/03/2020,2020,March,29,Summer,27.59,8.74,16.6,16.42,0.52,10.39,35.75,0.97,64,Satisfactory
Delhi,30/03/2020,2020,March,30,Summer,35.08,8.29,17.52,16.62,0.58,12.47,40.26,1.08,74,Satisfactory
Delhi,31/03/2020,2020,March,31,Summer,35.31,9.36,18.03,18.01,0.56,12.33,40.96,1.06,81,Satisfactory
Delhi,01/04/2020,2020,April,1,Summer,32.88,10.4,19.17,19.26,0.62,13,35.06,1.12,80,Satisfactory
Delhi,02/04/2020,2020,April,2,Summer,28.51,9.91,17.18,17.72,0.6,10.84,39.47,0.91,78,Satisfactory
Delhi,03/04/2020,2020,April,3,Summer,31.36,9.29,20.07,19.33,0.61,11.99,46.82,1.13,84,Satisfactory
Delhi,04/04/2020,2020,April,4,Summer,40.79,10.07,22.38,21.19,0.68,12.59,41.26,1.3,90,Satisfactory
Delhi,05/04/2020,2020,April,5,Summer,51.79,10.99,24.42,22.78,0.81,16.03,44.55,1.74,103,Moderate
Delhi,06/04/2020,2020,April,6,Summer,59.91,11.05,24.37,22.68,0.81,15.59,44.16,2.04,134,Moderate
Delhi,07/04/2020,2020,April,7,Summer,33.12,8.5,19.27,17.38,0.6,13.46,42.65,1.01,100,Satisfactory
Delhi,08/04/2020,2020,April,8,Summer,29.7,8.38,18.56,16.51,0.56,12.85,45.8,0.99,91,Satisfactory
Delhi,09/04/2020,2020,April,9,Summer,36.13,8.49,21.37,18.16,0.66,14.2,48.34,1.11,89,Satisfactory
Delhi,10/04/2020,2020,April,10,Summer,57.67,9.8,27.12,23.3,0.81,16.32,40.36,1.79,111,Moderate
Delhi,11/04/2020,2020,April,11,Summer,53.03,9.54,23.64,21.9,0.83,18.38,49.51,1.88,126,Moderate
Delhi,12/04/2020,2020,April,12,Summer,38.57,5.48,17.59,14.66,0.67,15.7,50.15,1.19,102,Moderate
Delhi,13/04/2020,2020,April,13,Summer,60.6,7.16,23.4,19.83,0.83,19.86,41.07,1.78,119,Moderate
Delhi,14/04/2020,2020,April,14,Summer,58.22,8.83,25.71,22.96,0.93,17.38,40.74,2.04,134,Moderate
Delhi,15/04/2020,2020,April,15,Summer,58.31,10.37,24.55,24.05,0.93,14.89,38.22,2.36,152,Moderate
Delhi,16/04/2020,2020,April,16,Summer,69.8,11.86,25.01,25.66,0.94,19.42,41.87,2.4,172,Moderate
Delhi,17/04/2020,2020,April,17,Summer,26.93,8.12,15.83,16.95,0.64,14.08,53.53,1.07,123,Moderate
Delhi,18/04/2020,2020,April,18,Summer,29.09,8.45,15.45,17.02,0.68,12.63,49.14,1.19,102,Moderate
Delhi,19/04/2020,2020,April,19,Summer,35.49,10.13,19.72,20.82,0.71,13.17,40.53,1.29,95,Satisfactory
Delhi,20/04/2020,2020,April,20,Summer,52.86,12.38,24.56,25.55,1.02,15.06,32.67,2.37,115,Moderate
Delhi,21/04/2020,2020,April,21,Summer,37.17,8.89,19.64,19.57,0.82,15.36,48.56,1.48,102,Moderate
Delhi,22/04/2020,2020,April,22,Summer,58.25,10.78,24.79,24.17,0.86,17.34,46.94,2.03,122,Moderate
Delhi,23/04/2020,2020,April,23,Summer,54.71,9.42,24.83,22.92,0.91,17.39,43.99,2.8,129,Moderate
Delhi,24/04/2020,2020,April,24,Summer,65.91,11,25.62,24.87,0.99,18.62,47.98,2.57,143,Moderate
Delhi,25/04/2020,2020,April,25,Summer,33.09,9.6,18.68,19.91,0.75,12.76,54.53,1.13,121,Moderate
Delhi,26/04/2020,2020,April,26,Summer,40.24,8.42,17.45,17.77,0.77,16.21,47.16,1.68,119,Moderate
Delhi,27/04/2020,2020,April,27,Summer,27.18,8.28,14.8,16.38,0.76,15.59,53.43,1.24,98,Satisfactory
Delhi,28/04/2020,2020,April,28,Summer,41.75,10.32,17.35,20.03,0.86,17.6,58.96,1.7,105,Moderate
Delhi,29/04/2020,2020,April,29,Summer,55.18,12.66,20.11,22.66,0.91,19.08,58.57,2.03,123,Moderate
Delhi,30/04/2020,2020,April,30,Summer,49.96,12.73,17.61,20.45,0.84,17.42,59.55,1.68,128,Moderate
Delhi,01/05/2020,2020,May,1,Summer,61.04,11.8,18.46,20.45,0.89,17.52,56.81,1.96,140,Moderate
Delhi,02/05/2020,2020,May,2,Summer,34.67,12.81,14.36,19.49,0.76,13,60.45,1.19,127,Moderate
Delhi,03/05/2020,2020,May,3,Summer,32.56,12.72,15.14,21.57,0.68,11.94,49.04,1.31,110,Moderate
Delhi,04/05/2020,2020,May,4,Summer,26.63,12.86,16.95,20.79,0.72,11.92,50.56,1.14,92,Satisfactory
Delhi,05/05/2020,2020,May,5,Summer,56.24,13.93,21.36,24.06,0.87,16.4,52.12,2,117,Moderate
Delhi,06/05/2020,2020,May,6,Summer,58.44,13.75,21.88,25.58,0.89,15.78,53.95,2.04,139,Moderate
Delhi,07/05/2020,2020,May,7,Summer,36.02,10.31,17.97,18.92,0.73,13.6,73.11,1.46,140,Moderate
Delhi,08/05/2020,2020,May,8,Summer,51.09,10.02,21.66,20.69,0.83,13.82,74.28,1.69,138,Moderate
Delhi,09/05/2020,2020,May,9,Summer,54.18,9.47,17.65,19.17,0.85,13.33,76.32,1.61,142,Moderate
Delhi,10/05/2020,2020,May,10,Summer,44.3,5.21,16.46,14.47,0.74,12.02,63.71,1.3,127,Moderate
Delhi,11/05/2020,2020,May,11,Summer,43.26,4.8,19.53,15.6,0.76,12.66,64.6,1.55,113,Moderate
Delhi,12/05/2020,2020,May,12,Summer,43.19,4.42,18.49,14.62,0.75,13.84,64.1,1.5,122,Moderate
Delhi,13/05/2020,2020,May,13,Summer,68.8,5.09,21.34,16.74,0.9,15.41,52.2,1.81,132,Moderate
Delhi,14/05/2020,2020,May,14,Summer,56.17,9.04,25.12,21.86,0.89,12.92,50.22,1.69,154,Moderate
Delhi,15/05/2020,2020,May,15,Summer,47.44,6.76,23.45,18.9,0.84,13.71,53.08,1.41,125,Moderate
Delhi,16/05/2020,2020,May,16,Summer,81.87,6.11,26.17,19.89,0.99,16.19,63.12,1.61,175,Moderate
Delhi,17/05/2020,2020,May,17,Summer,98.63,9.24,31.96,26.01,1.06,20.19,59.79,2.07,202,Poor
Delhi,18/05/2020,2020,May,18,Summer,101.02,11.31,34.76,29.28,1.12,22.11,53.55,2.42,222,Poor
Delhi,19/05/2020,2020,May,19,Summer,106.63,16.68,42.67,38.49,1.31,20.41,57.05,2.75,238,Poor
Delhi,20/05/2020,2020,May,20,Summer,67.8,8.79,32.8,25.93,1.03,18.96,62.34,1.92,196,Moderate
Delhi,21/05/2020,2020,May,21,Summer,55.92,9.67,31.36,25.81,1.09,18.99,62.56,1.72,149,Moderate
Delhi,22/05/2020,2020,May,22,Summer,94.37,17.16,45.36,40.17,1.31,26.05,55.45,2.96,199,Moderate
Delhi,23/05/2020,2020,May,23,Summer,74.92,16.74,42.43,37.85,1.16,17.05,41.87,2.77,202,Poor
Delhi,24/05/2020,2020,May,24,Summer,55.37,8.13,27.35,21.76,0.87,17.11,53.31,1.76,174,Moderate
Delhi,25/05/2020,2020,May,25,Summer,61.46,9.3,30.92,25,0.94,21.3,54.74,1.88,157,Moderate
Delhi,26/05/2020,2020,May,26,Summer,55.38,19.09,37.79,37.41,1.1,16.82,38.73,2.51,153,Moderate
Delhi,27/05/2020,2020,May,27,Summer,43.22,7.58,26.95,21.37,0.83,14.49,66.77,1.7,156,Moderate
Delhi,28/05/2020,2020,May,28,Summer,39.07,4.89,17.1,13.26,0.8,11.68,55.92,1.11,174,Moderate
Delhi,29/05/2020,2020,May,29,Summer,24.62,5.14,19.02,14.69,0.77,9.95,47.48,1.1,129,Moderate
Delhi,30/05/2020,2020,May,30,Summer,23.09,5.04,18.51,14.11,0.84,9.95,50.29,0.95,84,Satisfactory
Delhi,31/05/2020,2020,May,31,Summer,21.51,5.02,17.05,13.15,0.84,9.06,42.29,1.05,80,Satisfactory
Delhi,01/06/2020,2020,June,1,Monsoon,41.05,5.87,22.99,17.6,0.96,14.02,50.57,1.94,100,Satisfactory
Delhi,02/06/2020,2020,June,2,Monsoon,45.9,7.25,24.78,19.94,0.92,12.71,50.06,1.75,123,Moderate
Delhi,03/06/2020,2020,June,3,Monsoon,50.62,7.07,28.02,21.64,0.9,15.91,52.16,1.93,123,Moderate
Delhi,04/06/2020,2020,June,4,Monsoon,68.24,11.87,34.11,29.57,1.09,17.97,39.14,2.79,144,Moderate
Delhi,05/06/2020,2020,June,5,Monsoon,42.43,7.6,25.87,20.45,0.87,12.46,44.83,2,126,Moderate
Delhi,06/06/2020,2020,June,6,Monsoon,35.14,5.85,21.25,16.37,0.82,10.69,51.46,1.6,102,Moderate
Delhi,07/06/2020,2020,June,7,Monsoon,39.99,6.5,22.65,17.92,0.86,11.89,45.4,1.82,104,Moderate
Delhi,08/06/2020,2020,June,8,Monsoon,46.9,7.94,25.81,21.44,0.94,15.78,51.77,1.99,112,Moderate
Delhi,09/06/2020,2020,June,9,Monsoon,64.77,11.04,32.01,28.36,1.01,15.06,49.14,2.23,138,Moderate
Delhi,10/06/2020,2020,June,10,Monsoon,58.9,16.38,34.31,35.09,1.03,14.12,40.8,2.17,154,Moderate
Delhi,11/06/2020,2020,June,11,Monsoon,54.69,12.37,30.94,30,0.91,12.74,40.63,1.84,142,Moderate
Delhi,12/06/2020,2020,June,12,Monsoon,64,12.41,30.05,29.74,1.06,12.9,43.37,2.16,152,Moderate
Delhi,13/06/2020,2020,June,13,Monsoon,52.36,8.9,25.46,22.93,0.95,10.59,34.95,2.09,132,Moderate
Delhi,14/06/2020,2020,June,14,Monsoon,71.08,8.19,26.01,22.01,1.04,13.57,38.86,2.42,147,Moderate
Delhi,15/06/2020,2020,June,15,Monsoon,48.69,7.8,25.95,21.79,0.88,12.57,48.39,1.9,130,Moderate
Delhi,16/06/2020,2020,June,16,Monsoon,39.87,7.35,24.58,19.98,0.88,12.08,51.4,1.99,126,Moderate
Delhi,17/06/2020,2020,June,17,Monsoon,34.35,5.47,16.94,14.73,0.78,10.84,48.72,1.55,110,Moderate
Delhi,18/06/2020,2020,June,18,Monsoon,36.84,6.02,18.32,15.69,0.82,12.19,47.98,1.5,107,Moderate
Delhi,19/06/2020,2020,June,19,Monsoon,57.6,6.58,17.78,15.57,0.86,11.98,40.95,1.69,132,Moderate
Delhi,20/06/2020,2020,June,20,Monsoon,35.96,6.53,20.37,17.92,0.8,10.98,36.24,1.42,158,Moderate
Delhi,21/06/2020,2020,June,21,Monsoon,39.7,7.21,23.7,19.89,0.85,11.71,33.92,1.51,105,Moderate
Delhi,22/06/2020,2020,June,22,Monsoon,39.47,5.67,20.61,17.46,0.91,11.08,42.76,1.54,104,Moderate
Delhi,23/06/2020,2020,June,23,Monsoon,29.02,6.22,16.39,15.33,0.88,11.09,28.64,1.25,85,Satisfactory
Delhi,24/06/2020,2020,June,24,Monsoon,30.91,6.63,16.84,15.72,0.89,11.02,24.77,1.28,71,Satisfactory
Delhi,25/06/2020,2020,June,25,Monsoon,38.37,9.33,21.41,21.17,1.02,11.28,25.92,1.59,86,Satisfactory
Delhi,26/06/2020,2020,June,26,Monsoon,50.01,9.67,22.06,21.75,1.01,11.66,24.82,2.07,104,Moderate
Delhi,27/06/2020,2020,June,27,Monsoon,39.8,10.88,21.46,22.47,0.87,10.38,18.88,1.69,112,Moderate
Delhi,28/06/2020,2020,June,28,Monsoon,59.52,12.67,21.6,23.86,0.94,10.7,18.05,1.71,196,Moderate
Delhi,29/06/2020,2020,June,29,Monsoon,44.86,10.5,21.57,21.94,0.88,11.58,26.61,2.13,233,Poor
Delhi,30/06/2020,2020,June,30,Monsoon,39.8,5.99,17.96,15.44,0.84,10.51,37.29,1.57,114,Moderate
Delhi,01/07/2020,2020,July,1,Monsoon,54.01,6.33,21.05,16.81,0.97,11.15,29.73,2.03,101,Moderate
Ernakulam,25/01/2020,2020,January,25,Winter,53,,7.8,,1.17,3.48,,0.9,154,Moderate
Ernakulam,26/01/2020,2020,January,26,Winter,58.31,,7.95,,1.2,3.54,,1.15,153,Moderate
Ernakulam,27/01/2020,2020,January,27,Winter,53.06,,5.9,,1.24,3.49,,1.34,159,Moderate
Ernakulam,28/01/2020,2020,January,28,Winter,60.99,,7.48,,1.37,3.64,,1.62,180,Moderate
Ernakulam,29/01/2020,2020,January,29,Winter,57.41,,16.13,,1.35,3.59,,5.05,127,Moderate
Ernakulam,30/01/2020,2020,January,30,Winter,43.89,,19.16,63.72,1.35,3.54,,4.97,96,Satisfactory
Ernakulam,31/01/2020,2020,January,31,Winter,35.45,,19.28,62.85,1.27,3.58,,3.9,89,Satisfactory
Ernakulam,01/02/2020,2020,February,1,Winter,38.01,,19.55,61.12,1.17,3.53,,1.35,86,Satisfactory
Ernakulam,02/02/2020,2020,February,2,Winter,38.63,39.98,19.76,59.74,1.08,3.54,,1.77,77,Satisfactory
Ernakulam,03/02/2020,2020,February,3,Winter,40.97,39.32,13.29,57.08,1.13,3.53,,1.06,80,Satisfactory
Ernakulam,04/02/2020,2020,February,4,Winter,54.34,37.19,5.13,52.02,1.41,3.44,,1.08,92,Satisfactory
Ernakulam,05/02/2020,2020,February,5,Winter,52.85,34.89,3.9,43.67,1.41,3.48,,1.05,97,Satisfactory
Ernakulam,06/02/2020,2020,February,6,Winter,35.61,33.26,0.72,29.33,1.36,3.64,,0.75,95,Satisfactory
Ernakulam,07/02/2020,2020,February,7,Winter,42.18,,0.69,53.2,1.51,3.78,,1.75,98,Satisfactory
Ernakulam,08/02/2020,2020,February,8,Winter,36.49,,,69.87,1.3,3.56,,2.53,96,Satisfactory
Ernakulam,09/02/2020,2020,February,9,Winter,36.94,,,64.43,1.15,3.53,,0.81,86,Satisfactory
Ernakulam,10/02/2020,2020,February,10,Winter,39.27,,0.33,65.59,1.33,3.64,,1.89,91,Satisfactory
Ernakulam,11/02/2020,2020,February,11,Winter,38.45,,0.68,,1.23,3.61,,1.48,104,Moderate
Ernakulam,12/02/2020,2020,February,12,Winter,51.09,,0.68,73.89,1.42,3.46,,1.34,101,Moderate
Ernakulam,13/02/2020,2020,February,13,Winter,39.8,,2.63,,1.36,3.67,,1.13,92,Satisfactory
Ernakulam,14/02/2020,2020,February,14,Winter,49.84,,0.36,78.9,1.46,3.66,,3.99,108,Moderate
Ernakulam,15/02/2020,2020,February,15,Winter,33.41,,0.81,79.9,1.36,3.87,,2.26,99,Satisfactory
Ernakulam,16/02/2020,2020,February,16,Winter,39.71,,0.27,,1.04,4.08,,0.07,106,Moderate
Ernakulam,17/02/2020,2020,February,17,Winter,50.63,,0.87,70.2,1.33,3.54,,0.67,96,Satisfactory
Ernakulam,18/02/2020,2020,February,18,Winter,49.29,,1.19,67,1.28,3.47,,0.62,93,Satisfactory
Ernakulam,19/02/2020,2020,February,19,Winter,78.27,,1.42,64.85,1.64,3.53,,1.86,133,Moderate
Ernakulam,20/02/2020,2020,February,20,Winter,55.37,,1.63,62.59,1.39,3.45,,0.84,114,Moderate
Ernakulam,21/02/2020,2020,February,21,Winter,59.74,,1.77,61.22,1.61,3.47,,1.14,102,Moderate
Ernakulam,22/02/2020,2020,February,22,Winter,47.75,,1.72,61.55,1.39,3.51,,0.9,96,Satisfactory
Ernakulam,23/02/2020,2020,February,23,Winter,37.76,,1.79,60.76,1.22,3.52,,0.62,76,Satisfactory
Ernakulam,24/02/2020,2020,February,24,Winter,44.43,,1.89,59.79,1.5,3.52,,0.83,90,Satisfactory
Ernakulam,25/02/2020,2020,February,25,Winter,42.85,,1.94,59.25,1.53,3.65,,1.64,94,Satisfactory
Ernakulam,26/02/2020,2020,February,26,Winter,52.33,,1.89,59.34,1.35,3.65,,0.84,96,Satisfactory
Ernakulam,27/02/2020,2020,February,27,Winter,46.96,,1.94,58.86,1.55,3.7,,2.06,95,Satisfactory
Ernakulam,28/02/2020,2020,February,28,Winter,47.25,,1.89,59.16,1.73,3.99,,1.27,102,Moderate
Ernakulam,29/02/2020,2020,February,29,Winter,35.35,,2.24,56.05,1.41,3.52,,0.55,94,Satisfactory
Ernakulam,01/03/2020,2020,March,1,Summer,34.65,,2.32,55.34,1.24,3.53,,0.49,79,Satisfactory
Ernakulam,02/03/2020,2020,March,2,Summer,35.76,,2.31,55.32,1.58,3.6,,0.77,89,Satisfactory
Ernakulam,03/03/2020,2020,March,3,Summer,27.97,,2.47,53.49,1.63,3.67,,0.83,101,Moderate
Ernakulam,04/03/2020,2020,March,4,Summer,30.85,0.94,6.94,7.86,1.76,4.29,,0.55,102,Moderate
Ernakulam,05/03/2020,2020,March,5,Summer,37.26,0.59,6.96,7.53,1.87,4.12,,0.3,104,Moderate
Ernakulam,06/03/2020,2020,March,6,Summer,30.91,0.27,6.99,7.16,1.79,3.98,,1.51,104,Moderate
Ernakulam,07/03/2020,2020,March,7,Summer,18.17,0.09,7,7,1.25,3.62,,0.62,86,Satisfactory
Ernakulam,08/03/2020,2020,March,8,Summer,27.59,0.13,7,7.01,1.35,3.57,,0.58,88,Satisfactory
Ernakulam,09/03/2020,2020,March,9,Summer,24.22,0.8,6.99,7.08,1.48,3.62,,0.54,90,Satisfactory
Ernakulam,10/03/2020,2020,March,10,Summer,32.43,0.06,7,6.98,1.32,3.63,,0.76,77,Satisfactory
Ernakulam,12/03/2020,2020,March,12,Summer,13.87,0.11,5,5.99,1.37,3.86,,0.18,88,Satisfactory
Ernakulam,14/03/2020,2020,March,14,Summer,27.79,0.99,2.99,2.43,1.48,3.58,,0.76,94,Satisfactory
Ernakulam,15/03/2020,2020,March,15,Summer,37.26,0.99,2.99,2.43,1.38,3.51,,0.63,87,Satisfactory
Ernakulam,16/03/2020,2020,March,16,Summer,37,1,2.99,2.44,1.58,3.52,,0.61,93,Satisfactory
Ernakulam,17/03/2020,2020,March,17,Summer,45.49,0.98,2.99,2.42,1.6,4.04,,0.31,98,Satisfactory
Ernakulam,18/03/2020,2020,March,18,Summer,46.85,0.99,2.99,2.44,1.85,4,,0.77,99,Satisfactory
Ernakulam,19/03/2020,2020,March,19,Summer,39.62,1,3,2.44,1.7,3.53,,0.8,100,Satisfactory
Ernakulam,20/03/2020,2020,March,20,Summer,33.6,1.3,3.14,3.27,1.54,3.43,,0.57,98,Satisfactory
Ernakulam,21/03/2020,2020,March,21,Summer,31.66,2.07,3.5,5.31,1.52,3.5,,0.54,92,Satisfactory
Ernakulam,22/03/2020,2020,March,22,Summer,20.49,2.05,3.5,5.27,1.11,3.45,,0.27,69,Satisfactory
Ernakulam,23/03/2020,2020,March,23,Summer,17.84,2.1,3.5,5.31,1.25,3.41,,0.27,70,Satisfactory
Ernakulam,24/03/2020,2020,March,24,Summer,24.79,2.07,3.5,5.29,1.25,3.22,,0.32,74,Satisfactory
Ernakulam,25/03/2020,2020,March,25,Summer,15.93,2.06,3.5,5.28,1.15,3.47,,0.02,61,Satisfactory
Ernakulam,26/03/2020,2020,March,26,Summer,20.66,2.04,3.5,5.25,1.1,3.19,,0.15,59,Satisfactory
Ernakulam,27/03/2020,2020,March,27,Summer,30.79,2.08,3.5,5.28,1.17,3.12,,0.31,64,Satisfactory
Ernakulam,28/03/2020,2020,March,28,Summer,30.1,2.12,3.5,5.33,1.15,3.13,,0.31,63,Satisfactory
Ernakulam,31/03/2020,2020,March,31,Summer,22.11,2.05,3.5,5.26,1.26,3.57,,0.05,68,Satisfactory
Ernakulam,01/04/2020,2020,April,1,Summer,22.8,3.21,2.98,5.63,1.23,3.48,,0.02,66,Satisfactory
Ernakulam,02/04/2020,2020,April,2,Summer,29.16,6.97,1.3,6.79,1.29,3.48,,0.03,68,Satisfactory
Ernakulam,03/04/2020,2020,April,3,Summer,23.25,6.94,1.3,6.75,1.29,3.53,,0.02,69,Satisfactory
Ernakulam,04/04/2020,2020,April,4,Summer,21.57,6.95,1.3,6.76,1.25,3.46,,0.02,67,Satisfactory
Ernakulam,05/04/2020,2020,April,5,Summer,16.04,6.96,1.3,6.77,1.21,3.43,,0.03,64,Satisfactory
Ernakulam,06/04/2020,2020,April,6,Summer,9.54,6.96,1.3,6.78,1.17,3.18,,0.12,63,Satisfactory
Ernakulam,07/04/2020,2020,April,7,Summer,11.39,6.96,1.3,6.76,1.31,3.41,,0.1,67,Satisfactory
Ernakulam,08/04/2020,2020,April,8,Summer,18.28,6.96,1.3,6.77,1.38,3.54,,0.06,75,Satisfactory
Ernakulam,09/04/2020,2020,April,9,Summer,17.75,6.95,1.3,6.76,1.23,3.19,,0.13,66,Satisfactory
Ernakulam,10/04/2020,2020,April,10,Summer,14.42,5.64,1.96,6.77,1.13,3.08,,0.13,61,Satisfactory
Ernakulam,11/04/2020,2020,April,11,Summer,17.2,4.26,2.8,6.77,1.18,3.1,,0.28,62,Satisfactory
Ernakulam,12/04/2020,2020,April,12,Summer,14.17,4.3,2.82,6.35,1.23,3.21,,0.09,65,Satisfactory
Ernakulam,13/04/2020,2020,April,13,Summer,22.86,3.93,3.62,5.54,1.48,3.67,,0.04,77,Satisfactory
Ernakulam,14/04/2020,2020,April,14,Summer,24.44,5.13,3.5,5.29,1.44,3.61,,0.03,77,Satisfactory
Ernakulam,15/04/2020,2020,April,15,Summer,14.38,6.36,3.15,5.28,1.34,3.37,,0.13,71,Satisfactory
Ernakulam,16/04/2020,2020,April,16,Summer,16.74,6.36,3.19,5.28,1.3,3.11,,0.26,69,Satisfactory
Ernakulam,17/04/2020,2020,April,17,Summer,17.05,6.39,3.66,5.3,1.29,3.1,,0.22,72,Satisfactory
Ernakulam,18/04/2020,2020,April,18,Summer,15.67,6.37,3.55,5.29,1.45,3.64,,0.03,75,Satisfactory
Ernakulam,19/04/2020,2020,April,19,Summer,21.2,6.36,3.16,5.28,1.48,3.63,,0.07,78,Satisfactory
Ernakulam,20/04/2020,2020,April,20,Summer,16.12,6.14,2.73,5.15,1.46,3.41,,0.03,78,Satisfactory
Ernakulam,21/04/2020,2020,April,21,Summer,9.52,,0.19,72.09,1.12,3.35,,0.11,77,Satisfactory
Ernakulam,22/04/2020,2020,April,22,Summer,12.31,33.64,,30.79,1.13,2.38,,0.31,68,Satisfactory
Ernakulam,23/04/2020,2020,April,23,Summer,23.42,33.49,,30.29,1.18,2.47,,0.32,70,Satisfactory
Ernakulam,24/04/2020,2020,April,24,Summer,20.69,10.12,0.06,9.19,1.12,2.72,,0.38,64,Satisfactory
Ernakulam,25/04/2020,2020,April,25,Summer,19.38,11.71,0.06,10.61,1.05,4.95,,0.12,55,Satisfactory
Ernakulam,26/04/2020,2020,April,26,Summer,18.44,15.45,,13.95,1.15,2.89,,0.09,59,Satisfactory
Ernakulam,27/04/2020,2020,April,27,Summer,14.88,13.2,,11.91,1.3,2.84,,0.1,72,Satisfactory
Ernakulam,28/04/2020,2020,April,28,Summer,16.31,11.75,,10.59,1.52,2.88,,0.09,80,Satisfactory
Ernakulam,29/04/2020,2020,April,29,Summer,14.14,9.68,,8.72,1.51,2.82,,0.08,80,Satisfactory
Ernakulam,30/04/2020,2020,April,30,Summer,19.22,9.15,,8.25,1.71,2.92,,0.15,88,Satisfactory
Ernakulam,01/05/2020,2020,May,1,Summer,17.29,8.5,,7.66,1.62,2.85,,0.16,86,Satisfactory
Ernakulam,02/05/2020,2020,May,2,Summer,19.22,8.27,,7.45,1.74,2.88,,0.19,91,Satisfactory
Ernakulam,03/05/2020,2020,May,3,Summer,19.66,8.16,,7.35,1.65,2.87,,0.08,88,Satisfactory
Ernakulam,04/05/2020,2020,May,4,Summer,19.04,7.9,,7.11,1.87,2.96,,0.07,94,Satisfactory
Ernakulam,05/05/2020,2020,May,5,Summer,24.34,7.53,,6.78,1.92,2.89,,0.13,99,Satisfactory
Ernakulam,06/05/2020,2020,May,6,Summer,24.61,7.23,,6.51,1.98,2.85,,0.29,101,Moderate
Ernakulam,07/05/2020,2020,May,7,Summer,10.07,11.08,,9.98,1.78,3.04,,0.13,83,Satisfactory
Ernakulam,08/05/2020,2020,May,8,Summer,9.96,10.93,,9.83,1.72,2.7,,0.12,92,Satisfactory
Ernakulam,09/05/2020,2020,May,9,Summer,13.76,9.31,,8.38,1.85,2.76,,0.09,99,Satisfactory
Ernakulam,10/05/2020,2020,May,10,Summer,18.07,8.8,,7.92,1.74,2.74,,0.17,94,Satisfactory
Ernakulam,11/05/2020,2020,May,11,Summer,11.07,8.41,,7.56,1.87,2.76,,0.12,93,Satisfactory
Ernakulam,12/05/2020,2020,May,12,Summer,23.83,8.32,,7.49,2.13,2.79,,0.24,104,Moderate
Ernakulam,13/05/2020,2020,May,13,Summer,13.66,8,,7.2,1.98,2.75,,0.11,102,Moderate
Ernakulam,14/05/2020,2020,May,14,Summer,18.49,7.63,,6.86,2.2,2.77,,0.17,105,Moderate
Ernakulam,15/05/2020,2020,May,15,Summer,16.93,7.42,,6.67,2.06,2.8,,0.13,103,Moderate
Ernakulam,16/05/2020,2020,May,16,Summer,11,7.3,,6.56,2.46,2.85,,0.11,96,Satisfactory
Ernakulam,17/05/2020,2020,May,17,Summer,14.54,7.11,,6.4,1.97,2.84,,0.04,100,Satisfactory
Ernakulam,18/05/2020,2020,May,18,Summer,20.78,6.84,,6.16,2.53,2.82,,0.16,106,Moderate
Ernakulam,19/05/2020,2020,May,19,Summer,18.82,7.94,,7.13,2.54,2.81,,0.1,113,Moderate
Ernakulam,20/05/2020,2020,May,20,Summer,9.3,7.43,,6.68,2.22,2.8,,0,107,Moderate
Ernakulam,21/05/2020,2020,May,21,Summer,8.23,7.83,,7.04,1.79,2.77,,0,97,Satisfactory
Ernakulam,22/05/2020,2020,May,22,Summer,9.15,7.05,,6.35,1.73,2.58,,0.22,92,Satisfactory
Ernakulam,23/05/2020,2020,May,23,Summer,16.41,6.39,,5.76,1.9,2.43,,0.48,101,Moderate
Ernakulam,24/05/2020,2020,May,24,Summer,15.75,6.2,,5.59,1.55,2.43,,0.18,88,Satisfactory
Ernakulam,25/05/2020,2020,May,25,Summer,17.83,5.97,,5.38,1.88,2.44,,0.38,96,Satisfactory
Ernakulam,26/05/2020,2020,May,26,Summer,12.81,5.97,,5.38,1.9,2.49,,0.3,100,Satisfactory
Ernakulam,27/05/2020,2020,May,27,Summer,18.49,5.88,,5.29,2.04,2.52,,0.62,105,Moderate
Ernakulam,28/05/2020,2020,May,28,Summer,12.41,5.77,,5.2,2,2.47,,0.59,103,Moderate
Ernakulam,29/05/2020,2020,May,29,Summer,12.57,5.69,,5.12,1.89,2.51,,0.37,102,Moderate
Ernakulam,30/05/2020,2020,May,30,Summer,8.58,5.63,,5.07,1.7,2.47,,0.12,93,Satisfactory
Ernakulam,31/05/2020,2020,May,31,Summer,5.54,5.46,,4.92,1.54,2.48,,0.06,81,Satisfactory
Ernakulam,01/06/2020,2020,June,1,Monsoon,8.58,5.38,,4.84,1.82,2.44,,0.19,95,Satisfactory
